index,not_passed_gp1_bs1_n_bursts_mean,not_passed_gp1_bs1_n_bursts_median,not_passed_gp1_bs1_n_bursts_max,not_passed_gp1_bs1_n_bursts_min,not_passed_gp1_bs1_burst_size_mean,not_passed_gp1_bs1_burst_size_median,not_passed_gp1_bs1_burst_size_max,not_passed_gp1_bs1_burst_size_min,not_passed_gp1_bs2_n_bursts_mean,not_passed_gp1_bs2_n_bursts_median,not_passed_gp1_bs2_n_bursts_max,not_passed_gp1_bs2_n_bursts_min,not_passed_gp1_bs2_burst_size_mean,not_passed_gp1_bs2_burst_size_median,not_passed_gp1_bs2_burst_size_max,not_passed_gp1_bs2_burst_size_min,not_passed_gp1_bs3_n_bursts_mean,not_passed_gp1_bs3_n_bursts_median,not_passed_gp1_bs3_n_bursts_max,not_passed_gp1_bs3_n_bursts_min,not_passed_gp1_bs3_burst_size_mean,not_passed_gp1_bs3_burst_size_median,not_passed_gp1_bs3_burst_size_max,not_passed_gp1_bs3_burst_size_min,not_passed_gp2_bs1_n_bursts_mean,not_passed_gp2_bs1_n_bursts_median,not_passed_gp2_bs1_n_bursts_max,not_passed_gp2_bs1_n_bursts_min,not_passed_gp2_bs1_burst_size_mean,not_passed_gp2_bs1_burst_size_median,not_passed_gp2_bs1_burst_size_max,not_passed_gp2_bs1_burst_size_min,not_passed_gp2_bs2_n_bursts_mean,not_passed_gp2_bs2_n_bursts_median,not_passed_gp2_bs2_n_bursts_max,not_passed_gp2_bs2_n_bursts_min,not_passed_gp2_bs2_burst_size_mean,not_passed_gp2_bs2_burst_size_median,not_passed_gp2_bs2_burst_size_max,not_passed_gp2_bs2_burst_size_min,not_passed_gp2_bs3_n_bursts_mean,not_passed_gp2_bs3_n_bursts_median,not_passed_gp2_bs3_n_bursts_max,not_passed_gp2_bs3_n_bursts_min,not_passed_gp2_bs3_burst_size_mean,not_passed_gp2_bs3_burst_size_median,not_passed_gp2_bs3_burst_size_max,not_passed_gp2_bs3_burst_size_min,not_passed_gp3_bs1_n_bursts_mean,not_passed_gp3_bs1_n_bursts_median,not_passed_gp3_bs1_n_bursts_max,not_passed_gp3_bs1_n_bursts_min,not_passed_gp3_bs1_burst_size_mean,not_passed_gp3_bs1_burst_size_median,not_passed_gp3_bs1_burst_size_max,not_passed_gp3_bs1_burst_size_min,not_passed_gp3_bs2_n_bursts_mean,not_passed_gp3_bs2_n_bursts_median,not_passed_gp3_bs2_n_bursts_max,not_passed_gp3_bs2_n_bursts_min,not_passed_gp3_bs2_burst_size_mean,not_passed_gp3_bs2_burst_size_median,not_passed_gp3_bs2_burst_size_max,not_passed_gp3_bs2_burst_size_min,not_passed_gp3_bs3_n_bursts_mean,not_passed_gp3_bs3_n_bursts_median,not_passed_gp3_bs3_n_bursts_max,not_passed_gp3_bs3_n_bursts_min,not_passed_gp3_bs3_burst_size_mean,not_passed_gp3_bs3_burst_size_median,not_passed_gp3_bs3_burst_size_max,not_passed_gp3_bs3_burst_size_min
2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
3,0.5123318385650224,0.0,110.0,0.0,2.2231947483588623,1.0,88.0,0.0,0.2219730941704036,0.0,40.0,0.0,3.823232323232323,2.0,88.0,0.0,0.0952914798206278,0.0,18.0,0.0,6.247058823529412,4.0,88.0,0.0,0.36210762331838564,0.0,102.0,0.0,2.4705882352941178,1.0,89.0,0.0,0.17937219730941703,0.0,43.0,0.0,3.96875,2.0,89.0,0.0,0.08295964125560538,0.0,21.0,0.0,6.256756756756757,4.0,89.0,0.0,0.27914798206278024,0.0,97.0,0.0,2.718875502008032,2.0,89.0,0.0,0.1412556053811659,0.0,44.0,0.0,4.396825396825397,3.0,89.0,0.0,0.07847533632286996,0.0,23.0,0.0,6.314285714285714,4.0,89.0,0.0
4,0.8388888888888889,0.0,30.0,0.0,1.880794701986755,1.0,20.0,0.0,0.3,0.0,12.0,0.0,3.462962962962963,3.0,20.0,0.0,0.17222222222222222,0.0,4.0,0.0,4.548387096774194,4.0,20.0,0.0,0.5888888888888889,0.0,28.0,0.0,2.2264150943396226,1.0,21.0,0.0,0.2722222222222222,0.0,13.0,0.0,3.6530612244897958,3.0,21.0,0.0,0.15,0.0,4.0,0.0,5.0,4.0,21.0,0.0,0.4166666666666667,0.0,28.0,0.0,2.066666666666667,2.0,7.0,0.0,0.21666666666666667,0.0,12.0,0.0,3.051282051282051,2.0,7.0,0.0,0.1,0.0,3.0,0.0,4.277777777777778,4.0,7.0,0.0
5,0.9444444444444444,0.0,33.0,0.0,1.9243697478991597,1.0,13.0,0.0,0.35714285714285715,0.0,13.0,0.0,3.4444444444444446,3.0,13.0,0.0,0.21428571428571427,0.0,8.0,0.0,4.407407407407407,4.0,13.0,0.0,0.5873015873015873,0.0,25.0,0.0,2.4054054054054053,2.0,15.0,0.0,0.30158730158730157,0.0,12.0,0.0,3.736842105263158,3.0,15.0,0.0,0.18253968253968253,0.0,8.0,0.0,4.869565217391305,4.0,15.0,0.0,0.42063492063492064,0.0,27.0,0.0,2.7735849056603774,2.0,13.0,0.0,0.2619047619047619,0.0,14.0,0.0,3.8484848484848486,3.0,13.0,0.0,0.19047619047619047,0.0,8.0,0.0,4.541666666666667,4.0,13.0,0.0
6,0.8713450292397661,0.0,28.0,0.0,2.0067114093959733,1.0,22.0,0.0,0.36257309941520466,0.0,8.0,0.0,3.4193548387096775,2.5,22.0,0.0,0.18128654970760233,0.0,3.0,0.0,4.838709677419355,3.0,22.0,0.0,0.6257309941520468,0.0,26.0,0.0,2.3457943925233646,1.0,22.0,0.0,0.29239766081871343,0.0,8.0,0.0,3.88,3.0,22.0,0.0,0.15204678362573099,0.0,4.0,0.0,5.615384615384615,4.0,22.0,0.0,0.47368421052631576,0.0,26.0,0.0,2.345679012345679,2.0,23.0,0.0,0.25146198830409355,0.0,7.0,0.0,3.5348837209302326,2.0,23.0,0.0,0.11695906432748537,0.0,2.0,0.0,5.3,4.0,23.0,0.0
7,0.6217948717948718,0.0,11.0,0.0,1.402061855670103,1.0,9.0,0.0,0.14102564102564102,0.0,2.0,0.0,2.772727272727273,2.0,9.0,0.0,0.04487179487179487,0.0,1.0,0.0,4.428571428571429,3.0,9.0,0.0,0.4230769230769231,0.0,10.0,0.0,1.5454545454545454,1.0,5.0,0.0,0.17307692307692307,0.0,2.0,0.0,2.3333333333333335,2.0,5.0,0.0,0.04487179487179487,0.0,1.0,0.0,3.2857142857142856,3.0,5.0,0.0,0.23717948717948717,0.0,10.0,0.0,1.6486486486486487,1.0,10.0,0.0,0.07051282051282051,0.0,2.0,0.0,3.1818181818181817,2.0,10.0,0.0,0.019230769230769232,0.0,1.0,0.0,6.333333333333333,6.0,10.0,0.0
8,0.15384615384615385,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.15384615384615385,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.07692307692307693,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.07692307692307693,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.07692307692307693,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.07692307692307693,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
9,0.5555555555555556,0.0,2.0,0.0,1.9,1.5,5.0,0.0,0.2777777777777778,0.0,1.0,0.0,2.8,2.0,5.0,0.0,0.1111111111111111,0.0,1.0,0.0,4.0,4.0,5.0,0.0,0.3333333333333333,0.0,2.0,0.0,2.5,2.0,6.0,0.0,0.2222222222222222,0.0,1.0,0.0,3.25,2.5,6.0,0.0,0.1111111111111111,0.0,1.0,0.0,4.5,4.5,6.0,0.0,0.16666666666666666,0.0,1.0,0.0,3.3333333333333335,3.0,6.0,0.0,0.1111111111111111,0.0,1.0,0.0,4.5,4.5,6.0,0.0,0.1111111111111111,0.0,1.0,0.0,4.5,4.5,6.0,0.0
10,0.9300699300699301,0.0,19.0,0.0,2.007518796992481,1.0,10.0,0.0,0.34265734265734266,0.0,5.0,0.0,3.7346938775510203,3.0,10.0,0.0,0.1958041958041958,0.0,4.0,0.0,5.035714285714286,4.5,10.0,0.0,0.6713286713286714,0.0,17.0,0.0,2.1458333333333335,1.0,13.0,0.0,0.3006993006993007,0.0,5.0,0.0,3.558139534883721,3.0,13.0,0.0,0.15384615384615385,0.0,5.0,0.0,5.045454545454546,3.5,13.0,0.0,0.5384615384615384,0.0,16.0,0.0,2.3506493506493507,2.0,13.0,0.0,0.2727272727272727,0.0,4.0,0.0,3.6666666666666665,3.0,13.0,0.0,0.13986013986013987,0.0,4.0,0.0,5.25,4.0,13.0,0.0
11,0.25,0.0,1.0,0.0,1.5,1.5,2.0,0.0,0.125,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.125,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.125,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.125,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.125,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
12,0.2857142857142857,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.2857142857142857,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
13,0.9,1.0,2.0,0.0,1.2222222222222223,1.0,2.0,0.0,0.2,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.4,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.2,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
14,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
15,0.3333333333333333,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.3333333333333333,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.16666666666666666,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
16,0.7261107729762629,0.0,243.0,0.0,1.9991617770326906,1.0,90.0,0.0,0.2744978697504565,0.0,74.0,0.0,3.6430155210643016,2.0,90.0,0.0,0.12659768715763847,0.0,31.0,0.0,5.5625,4.0,90.0,0.0,0.519780888618381,0.0,231.0,0.0,2.281030444964871,1.0,90.0,0.0,0.24345709068776628,0.0,80.0,0.0,3.735,2.0,90.0,0.0,0.10833840535605599,0.0,34.0,0.0,5.898876404494382,4.0,90.0,0.0,0.37918441874619596,0.0,210.0,0.0,2.388443017656501,2.0,89.0,0.0,0.1935483870967742,0.0,82.0,0.0,3.720125786163522,3.0,89.0,0.0,0.09738283627510651,0.0,36.0,0.0,5.41875,4.0,89.0,0.0
17,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
18,0.8818565400843882,1.0,17.0,0.0,1.6363636363636365,1.0,7.0,0.0,0.3291139240506329,0.0,4.0,0.0,2.7051282051282053,2.0,7.0,0.0,0.12236286919831224,0.0,2.0,0.0,3.896551724137931,3.0,7.0,0.0,0.6666666666666666,0.0,17.0,0.0,1.9113924050632911,2.0,10.0,0.0,0.33755274261603374,0.0,4.0,0.0,2.8,2.0,10.0,0.0,0.12658227848101267,0.0,2.0,0.0,4.133333333333334,3.0,10.0,0.0,0.47257383966244726,0.0,14.0,0.0,1.9553571428571428,2.0,9.0,0.0,0.2616033755274262,0.0,5.0,0.0,2.725806451612903,2.0,9.0,0.0,0.10126582278481013,0.0,2.0,0.0,3.875,3.0,9.0,0.0
19,0.8688524590163934,0.0,32.0,0.0,2.207547169811321,1.0,38.0,0.0,0.4215456674473068,0.0,10.0,0.0,3.488888888888889,2.0,38.0,0.0,0.20843091334894615,0.0,5.0,0.0,5.01123595505618,4.0,38.0,0.0,0.6018735362997658,0.0,29.0,0.0,2.280155642023346,2.0,13.0,0.0,0.32084309133489464,0.0,11.0,0.0,3.4014598540145986,3.0,13.0,0.0,0.17798594847775176,0.0,4.0,0.0,4.526315789473684,4.0,13.0,0.0,0.4332552693208431,0.0,29.0,0.0,2.810810810810811,2.0,38.0,0.0,0.2459016393442623,0.0,11.0,0.0,4.190476190476191,3.0,38.0,0.0,0.14285714285714285,0.0,3.0,0.0,5.770491803278689,5.0,38.0,0.0
20,0.5,0.5,1.0,0.0,1.2,1.0,2.0,0.0,0.1,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.5,0.5,1.0,0.0,1.2,1.0,2.0,0.0,0.1,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
21,0.75,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
22,0.7834862385321101,0.0,312.0,0.0,2.0266978922716627,1.0,101.0,0.0,0.31229357798165136,0.0,95.0,0.0,3.5757931844888367,2.0,101.0,0.0,0.14788990825688073,0.0,38.0,0.0,5.327543424317618,4.0,101.0,0.0,0.5537614678899082,0.0,298.0,0.0,2.210072895957588,1.0,102.0,0.0,0.26091743119266053,0.0,101.0,0.0,3.5682137834036567,2.0,102.0,0.0,0.12110091743119267,0.0,42.0,0.0,5.378787878787879,4.0,102.0,0.0,0.40293577981651374,0.0,274.0,0.0,2.347905282331512,2.0,89.0,0.0,0.20660550458715596,0.0,106.0,0.0,3.6287744227353462,3.0,89.0,0.0,0.10825688073394496,0.0,44.0,0.0,5.1084745762711865,4.0,89.0,0.0
